propagation_time_s,safe_payload_bytes,execution_capacity_gas,transfer_capacity_gas,maximum_candidate_limit,physical_binding_constraint,benchmark,benchmark_label,optimize_floor,match_state_growth,shared_limit,shared_target,minimum_sufficient_floor_rate,floor_rate,cpsb,m_data,m_state,floor_payload_feasible
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,250000000.0,125000000.0,40,40,2550.0,1.5887467517058966,9.427192099108746,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,275000000.0,137500000.0,40,40,2805.0,1.5887467517058966,10.36991130901962,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,300000000.0,150000000.0,40,40,3060.0,1.5887467517058966,11.312630518930495,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,325000000.0,162500000.0,50,50,3315.0,1.7634340839660732,12.25534972884137,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,350000000.0,175000000.0,50,50,3570.0,1.7634340839660732,13.198068938752245,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,375000000.0,187500000.0,50,50,3825.0,1.7634340839660732,14.14078814866312,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,400000000.0,200000000.0,64,64,4080.0,2.161501805529043,15.083507358573994,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,425000000.0,212500000.0,64,64,4335.0,2.161501805529043,16.02622656848487,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,450000000.0,225000000.0,64,64,4590.0,2.161501805529043,16.968945778395742,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,475000000.0,237500000.0,64,64,4845.0,2.161501805529043,17.911664988306615,True
4.0,7930799.0,500000000.0,753605334.841629,500000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,500000000.0,250000000.0,64,64,5100.0,2.161501805529043,18.854384198217492,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,50000000.0,25000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,75000000.0,37500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,100000000.0,50000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,125000000.0,62500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,150000000.0,75000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,175000000.0,87500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,200000000.0,100000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,225000000.0,112500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,250000000.0,125000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,275000000.0,137500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,300000000.0,150000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,325000000.0,162500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,350000000.0,175000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,375000000.0,187500000.0,50,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,400000000.0,200000000.0,50,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,425000000.0,212500000.0,50,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,450000000.0,225000000.0,50,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,50000000.0,25000000.0,40,64,510.0,2.161501805529043,1.8854384198217493,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,75000000.0,37500000.0,40,64,765.0,2.161501805529043,2.828157629732624,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,100000000.0,50000000.0,40,64,1020.0,2.161501805529043,3.7708768396434986,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,125000000.0,62500000.0,40,64,1275.0,2.161501805529043,4.713596049554373,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,150000000.0,75000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,175000000.0,87500000.0,40,64,1785.0,2.161501805529043,6.5990344693761225,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,200000000.0,100000000.0,40,64,2040.0,2.161501805529043,7.541753679286997,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,225000000.0,112500000.0,40,64,2295.0,2.161501805529043,8.484472889197871,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,250000000.0,125000000.0,40,64,2550.0,2.161501805529043,9.427192099108746,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,275000000.0,137500000.0,40,64,2805.0,2.161501805529043,10.36991130901962,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,300000000.0,150000000.0,40,64,3060.0,2.161501805529043,11.312630518930495,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,325000000.0,162500000.0,40,64,3315.0,2.161501805529043,12.25534972884137,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,350000000.0,175000000.0,40,64,3570.0,2.161501805529043,13.198068938752245,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,375000000.0,187500000.0,50,64,3825.0,2.161501805529043,14.14078814866312,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,400000000.0,200000000.0,50,64,4080.0,2.161501805529043,15.083507358573994,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,425000000.0,212500000.0,50,64,4335.0,2.161501805529043,16.02622656848487,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,450000000.0,225000000.0,50,64,4590.0,2.161501805529043,16.968945778395742,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,50000000.0,25000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,75000000.0,37500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,100000000.0,50000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,125000000.0,62500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,150000000.0,75000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,175000000.0,87500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,200000000.0,100000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,225000000.0,112500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,250000000.0,125000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,275000000.0,137500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,300000000.0,150000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,325000000.0,162500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,350000000.0,175000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,375000000.0,187500000.0,50,50,1530.0,1.7634340839660732,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,400000000.0,200000000.0,50,50,1530.0,1.7634340839660732,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,425000000.0,212500000.0,50,50,1530.0,1.7634340839660732,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,450000000.0,225000000.0,50,50,1530.0,1.7634340839660732,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,50000000.0,25000000.0,40,40,510.0,1.5887467517058966,1.8854384198217493,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,75000000.0,37500000.0,40,40,765.0,1.5887467517058966,2.828157629732624,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,100000000.0,50000000.0,40,40,1020.0,1.5887467517058966,3.7708768396434986,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,125000000.0,62500000.0,40,40,1275.0,1.5887467517058966,4.713596049554373,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,150000000.0,75000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,175000000.0,87500000.0,40,40,1785.0,1.5887467517058966,6.5990344693761225,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,200000000.0,100000000.0,40,40,2040.0,1.5887467517058966,7.541753679286997,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,225000000.0,112500000.0,40,40,2295.0,1.5887467517058966,8.484472889197871,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,250000000.0,125000000.0,40,40,2550.0,1.5887467517058966,9.427192099108746,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,275000000.0,137500000.0,40,40,2805.0,1.5887467517058966,10.36991130901962,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,300000000.0,150000000.0,40,40,3060.0,1.5887467517058966,11.312630518930495,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,325000000.0,162500000.0,40,40,3315.0,1.5887467517058966,12.25534972884137,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,350000000.0,175000000.0,40,40,3570.0,1.5887467517058966,13.198068938752245,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,375000000.0,187500000.0,50,50,3825.0,1.7634340839660732,14.14078814866312,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,400000000.0,200000000.0,50,50,4080.0,1.7634340839660732,15.083507358573994,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,425000000.0,212500000.0,50,50,4335.0,1.7634340839660732,16.02622656848487,True
4.5,9086555.0,450000000.0,863428303.1674209,450000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,450000000.0,225000000.0,50,50,4590.0,1.7634340839660732,16.968945778395742,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,50000000.0,25000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,75000000.0,37500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,100000000.0,50000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,125000000.0,62500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,150000000.0,75000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,175000000.0,87500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,200000000.0,100000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,225000000.0,112500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,250000000.0,125000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,275000000.0,137500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,300000000.0,150000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,325000000.0,162500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,350000000.0,175000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,375000000.0,187500000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,proposal_faithful,"Proposal-faithful: F=64, CPSB=1530",False,False,400000000.0,200000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,50000000.0,25000000.0,40,64,510.0,2.161501805529043,1.8854384198217493,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,75000000.0,37500000.0,40,64,765.0,2.161501805529043,2.828157629732624,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,100000000.0,50000000.0,40,64,1020.0,2.161501805529043,3.7708768396434986,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,125000000.0,62500000.0,40,64,1275.0,2.161501805529043,4.713596049554373,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,150000000.0,75000000.0,40,64,1530.0,2.161501805529043,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,175000000.0,87500000.0,40,64,1785.0,2.161501805529043,6.5990344693761225,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,200000000.0,100000000.0,40,64,2040.0,2.161501805529043,7.541753679286997,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,225000000.0,112500000.0,40,64,2295.0,2.161501805529043,8.484472889197871,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,250000000.0,125000000.0,40,64,2550.0,2.161501805529043,9.427192099108746,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,275000000.0,137500000.0,40,64,2805.0,2.161501805529043,10.36991130901962,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,300000000.0,150000000.0,40,64,3060.0,2.161501805529043,11.312630518930495,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,325000000.0,162500000.0,40,64,3315.0,2.161501805529043,12.25534972884137,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,350000000.0,175000000.0,40,64,3570.0,2.161501805529043,13.198068938752245,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,375000000.0,187500000.0,40,64,3825.0,2.161501805529043,14.14078814866312,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,state_matched_64,"State-matched 64: F=64, matched CPSB",False,True,400000000.0,200000000.0,40,64,4080.0,2.161501805529043,15.083507358573994,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,50000000.0,25000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,75000000.0,37500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,100000000.0,50000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,125000000.0,62500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,150000000.0,75000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,175000000.0,87500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,200000000.0,100000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,225000000.0,112500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,250000000.0,125000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,275000000.0,137500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,300000000.0,150000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,325000000.0,162500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,350000000.0,175000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,375000000.0,187500000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,floor_optimized_only,"Floor-optimized only: derived F, CPSB=1530",True,False,400000000.0,200000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,50000000.0,25000000.0,40,40,510.0,1.5887467517058966,1.8854384198217493,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,75000000.0,37500000.0,40,40,765.0,1.5887467517058966,2.828157629732624,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,100000000.0,50000000.0,40,40,1020.0,1.5887467517058966,3.7708768396434986,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,125000000.0,62500000.0,40,40,1275.0,1.5887467517058966,4.713596049554373,True
5.0,10242311.0,400000000.0,973251271.4932127,400000000.0,execution,fully_optimized,"Floor- and state-growth-adjusted: derived F, matched CPSB",True,True,150000000.0,75000000.0,40,40,1530.0,1.5887467517058966,5.656315259465248,True
